config,code,binary,label,num_edges,kept_edges,QA_R@1,QA_R@5,QA_R@10,QA_MRR,QA_nDCG@10,TWIG_R@1,TWIG_R@5,TWIG_R@10,TWIG_MRR,twig_best_epoch,qa_best_epoch,elapsed_min
A44,44,101100,tt + tp + sp,3,"similar_table, comes_from, same_page",0.4039295392953927,0.6267615176151762,0.7263550135501353,0.9060741094710929,0.693624954193866,0.39850948509485074,0.6430216802168022,0.7399051490514902,0.9017710057164863,,,5.1
A45,45,101101,tt + tp + sp + sc,4,"similar_table, comes_from, same_page, shared_column_name",0.38970189701897,0.6647018970189699,0.7846205962059619,0.8970622015743969,0.7201681378217172,0.37005420054200533,0.625948509485095,0.7314363143631435,0.8568163216004823,,,7.6
A46,46,101110,tt + tp + sp + cc,4,"similar_table, comes_from, same_page, similar_content",0.38834688346883456,0.6464092140921408,0.7548102981029808,0.8840285393934096,0.6987767173542122,0.36598915989159886,0.6165989159891598,0.7317750677506774,0.8542526518285724,,,3.6
A47,47,101111,tt + tp + sp + cc + sc,5,"similar_table, comes_from, same_page, similar_content, shared_column_name",0.3985094850948507,0.6436991869918701,0.749390243902439,0.9060545653533458,0.7061348697360171,0.38970189701897007,0.6260840108401085,0.7067073170731706,0.880116194958942,,,5.9
A48,48,110000,tt + tc,2,"similar_table, has_column",0.4018970189701894,0.6525067750677509,0.7700542005420057,0.9044643115930776,0.7211448525170666,0.39783197831978306,0.6740514905149052,0.776490514905149,0.9010994312823583,,,5.5
A49,49,110001,tt + tc + sc,3,"similar_table, has_column, shared_column_name",0.3998644986449862,0.6537262872628727,0.7504065040650408,0.9027476548638672,0.7094709154066946,0.39512195121951205,0.6602981029810299,0.7747967479674797,0.895773618883375,,,4.6
A50,50,110010,tt + tc + cc,3,"similar_table, has_column, similar_content",0.40460704607046044,0.6591463414634148,0.7731029810298106,0.9070458664308081,0.7219739336494493,0.4039295392953927,0.6794715447154471,0.7785230352303525,0.9065938293091933,,,4.6
A51,51,110011,tt + tc + cc + sc,4,"similar_table, has_column, similar_content, shared_column_name",0.3822493224932248,0.6943766937669374,0.7924119241192412,0.8809746148160783,0.7280042208101537,0.37479674796747947,0.6632113821138209,0.7788617886178861,0.8663101833610459,,,4.2
A52,52,110100,tt + tc + sp,3,"similar_table, has_column, same_page",0.4018970189701894,0.6493224932249322,0.73739837398374,0.9054800609973701,0.7057206022130815,0.39783197831978295,0.6605013550135501,0.7707317073170733,0.8955286473089469,,,4.7
A53,53,110101,tt + tc + sp + sc,4,"similar_table, has_column, same_page, shared_column_name",0.3937669376693764,0.6649051490514908,0.7363821138211383,0.8936122332667873,0.7000226348578656,0.3924119241192411,0.6787940379403792,0.7659891598915989,0.8881307265453607,,,4.9
