config,code,binary,label,num_edges,kept_edges,QA_R@1,QA_R@5,QA_R@10,QA_MRR,QA_nDCG@10,TWIG_R@1,TWIG_R@5,TWIG_R@10,TWIG_MRR,twig_best_epoch,qa_best_epoch,elapsed_min
A54,54,110110,tt + tc + sp + cc,4,"similar_table, has_column, same_page, similar_content",0.4079945799457992,0.6303523035230355,0.7375338753387531,0.910130877102422,0.6964661797993892,0.40392953929539277,0.6469512195121954,0.764159891598916,0.9061476444297227,,,7.1
A55,55,110111,tt + tc + sp + cc + sc,5,"similar_table, has_column, same_page, similar_content, shared_column_name",0.3964769647696475,0.6914634146341463,0.7720867208672085,0.892761540429491,0.722045459147979,0.3829268292682925,0.634891598915989,0.757520325203252,0.8780047788231355,,,5.6
A56,56,111000,tt + tc + tp,3,"similar_table, has_column, comes_from",0.4073170731707314,0.6815040650406503,0.7897018970189702,0.9142511790377644,0.7365504754050851,0.39512195121951205,0.6665989159891598,0.7751355013550135,0.8964930756562379,,,4.6
A57,57,111001,tt + tc + tp + sc,4,"similar_table, has_column, comes_from, shared_column_name",0.40460704607046044,0.6762195121951217,0.7710704607046069,0.9066945429437557,0.7249260209905942,0.38428184281842814,0.6726964769647698,0.7683604336043361,0.87419145686957,,,4.1
A58,58,111010,tt + tc + tp + cc,4,"similar_table, has_column, comes_from, similar_content",0.40392953929539277,0.6584688346883467,0.7465447154471544,0.9108626919602532,0.711796779947097,0.39918699186991846,0.6733739837398373,0.7607723577235772,0.90295683313976,,,4.1
A59,59,111011,tt + tc + tp + cc + sc,5,"similar_table, has_column, comes_from, similar_content, shared_column_name",0.4079945799457992,0.6605013550135502,0.7531165311653116,0.9113395786213501,0.7198143512522694,0.40392953929539277,0.6897696476964769,0.7744579945799459,0.9063269318757123,,,4.3
A60,60,111100,tt + tc + tp + sp,4,"similar_table, has_column, comes_from, same_page",0.41138211382113793,0.6525067750677507,0.7602303523035231,0.9195990455584279,0.7216143771405504,0.4039295392953927,0.6674119241192411,0.7565040650406505,0.9054284891937331,,,4.2
A61,61,111101,tt + tc + tp + sp + sc,5,"similar_table, has_column, comes_from, same_page, shared_column_name",0.3937669376693765,0.6428861788617889,0.743970189701897,0.8993857931815249,0.7084507625388581,0.39037940379403774,0.6389566395663958,0.7412601626016257,0.8954332817137692,,,4.3
A62,62,111110,tt + tc + tp + sp + cc,5,"similar_table, has_column, comes_from, same_page, similar_content",0.4079945799457992,0.6906504065040651,0.7842818428184279,0.9126500193573365,0.7330300775084851,0.37208672086720856,0.6469512195121953,0.7490514905149049,0.850741228352575,,,8.2
A63,63,111111,tt + tc + tp + sp + cc + sc,6,"similar_table, has_column, comes_from, same_page, similar_content, shared_column_name",0.4018970189701894,0.687059620596206,0.7778455284552844,0.9028804451622167,0.7276759987134754,0.3727642276422764,0.6544037940379405,0.7485772357723577,0.8588519629455083,,,5.1
