config,code,binary,label,num_edges,kept_edges,recall@1,recall@2,recall@5,recall@10,best_epoch,elapsed_min
A42,42,101010,tt + tp + cc,3,"similar_table, comes_from, similar_content",0.8982035928143712,0.0,0.9660678642714571,0.9760479041916168,5,1.2
A43,43,101011,tt + tp + cc + sc,4,"similar_table, comes_from, similar_content, shared_column_name",0.8882235528942116,0.0,0.9481037924151696,0.9600798403193613,7,2.2
A44,44,101100,tt + tp + sp,3,"similar_table, comes_from, same_page",0.8982035928143712,0.0,0.9481037924151696,0.9720558882235529,4,1.1
A45,45,101101,tt + tp + sp + sc,4,"similar_table, comes_from, same_page, shared_column_name",0.8922155688622755,0.0,0.9600798403193613,0.9740518962075848,7,2.2
A46,46,101110,tt + tp + sp + cc,4,"similar_table, comes_from, same_page, similar_content",0.8962075848303394,0.0,0.9540918163672655,0.9700598802395209,3,1.1
A47,47,101111,tt + tp + sp + cc + sc,5,"similar_table, comes_from, same_page, similar_content, shared_column_name",0.8423153692614771,0.0,0.9281437125748503,0.9600798403193613,3,1.8
A48,48,110000,tt + tc,2,"similar_table, has_column",0.8762475049900199,0.0,0.9560878243512974,0.9780439121756487,11,1.4
A49,49,110001,tt + tc + sc,3,"similar_table, has_column, shared_column_name",0.8642714570858283,0.0,0.9600798403193613,0.9800399201596807,5,2.0
A50,50,110010,tt + tc + cc,3,"similar_table, has_column, similar_content",0.8882235528942116,0.0,0.9540918163672655,0.9860279441117764,5,1.2
A51,51,110011,tt + tc + cc + sc,4,"similar_table, has_column, similar_content, shared_column_name",0.8502994011976048,0.0,0.9560878243512974,0.9740518962075848,5,2.0
A52,52,110100,tt + tc + sp,3,"similar_table, has_column, same_page",0.8802395209580839,0.0,0.9640718562874252,0.9800399201596807,8,1.3
A53,53,110101,tt + tc + sp + sc,4,"similar_table, has_column, same_page, shared_column_name",0.8283433133732535,0.0,0.9600798403193613,0.9760479041916168,5,2.0
A54,54,110110,tt + tc + sp + cc,4,"similar_table, has_column, same_page, similar_content",0.7944111776447106,0.0,0.9201596806387226,0.9461077844311377,3,1.2
A55,55,110111,tt + tc + sp + cc + sc,5,"similar_table, has_column, same_page, similar_content, shared_column_name",0.8602794411177644,0.0,0.9580838323353293,0.9760479041916168,9,2.5
A56,56,111000,tt + tc + tp,3,"similar_table, has_column, comes_from",0.8922155688622755,0.0,0.9580838323353293,0.9760479041916168,5,1.2
A57,57,111001,tt + tc + tp + sc,4,"similar_table, has_column, comes_from, shared_column_name",0.8762475049900199,0.0,0.9620758483033932,0.9780439121756487,4,1.9
A58,58,111010,tt + tc + tp + cc,4,"similar_table, has_column, comes_from, similar_content",0.8982035928143712,0.0,0.9620758483033932,0.9840319361277445,7,1.4
A59,59,111011,tt + tc + tp + cc + sc,5,"similar_table, has_column, comes_from, similar_content, shared_column_name",0.8762475049900199,0.0,0.9481037924151696,0.9680638722554891,6,2.2
A60,60,111100,tt + tc + tp + sp,4,"similar_table, has_column, comes_from, same_page",0.8762475049900199,0.0,0.9520958083832335,0.9680638722554891,3,1.2
A61,61,111101,tt + tc + tp + sp + sc,5,"similar_table, has_column, comes_from, same_page, shared_column_name",0.8522954091816367,0.0,0.9421157684630739,0.9560878243512974,10,2.7
A62,62,111110,tt + tc + tp + sp + cc,5,"similar_table, has_column, comes_from, same_page, similar_content",0.8822355289421158,0.0,0.9461077844311377,0.9720558882235529,6,1.4
A63,63,111111,tt + tc + tp + sp + cc + sc,6,"similar_table, has_column, comes_from, same_page, similar_content, shared_column_name",0.8642714570858283,0.0,0.9500998003992016,0.9600798403193613,7,2.4
