config,code,binary,label,num_edges,kept_edges,QA_R@1,QA_R@5,QA_R@10,QA_MRR,QA_nDCG@10,TWIG_R@1,TWIG_R@5,TWIG_R@10,TWIG_MRR,twig_best_epoch,qa_best_epoch,elapsed_min
A44,44,101100,tt + tp + sp,3,"similar_table, comes_from, same_page",0.33489583333333334,0.6276041666666666,0.6953125,0.533872947246109,0.5465861845263207,0.2958333333333333,0.5723958333333333,0.6536458333333333,0.46542109166681284,,,1.2
A45,45,101101,tt + tp + sp + sc,4,"similar_table, comes_from, same_page, shared_column_name",0.3552083333333333,0.5869791666666666,0.6791666666666667,0.5112490796089503,0.5267977664731646,0.3395833333333333,0.5484374999999999,0.6770833333333333,0.5016605473800563,,,1.1
A46,46,101110,tt + tp + sp + cc,4,"similar_table, comes_from, same_page, similar_content",0.3864583333333333,0.5942708333333333,0.7114583333333333,0.5529863315065521,0.5630162272215966,0.3161458333333333,0.58125,0.6671874999999999,0.48515157207585374,,,1.2
A47,47,101111,tt + tp + sp + cc + sc,5,"similar_table, comes_from, same_page, similar_content, shared_column_name",0.3708333333333333,0.6078125,0.7203124999999999,0.5409525688431938,0.554150277244872,0.3395833333333333,0.5890625,0.6963541666666666,0.5101335612196892,,,1.0
A48,48,110000,tt + tc,2,"similar_table, has_column",0.3552083333333333,0.61875,0.6744791666666667,0.5385486168075834,0.5368182234060509,0.38125,0.5885416666666667,0.6984375,0.5325257687098466,,,1.2
A49,49,110001,tt + tc + sc,3,"similar_table, has_column, shared_column_name",0.4020833333333333,0.5916666666666667,0.7026041666666667,0.557811677719763,0.5595135125482977,0.3208333333333333,0.5552083333333333,0.7411458333333334,0.4885586313411391,,,1.1
A50,50,110010,tt + tc + cc,3,"similar_table, has_column, similar_content",0.36041666666666666,0.6328125,0.7296874999999998,0.5375877691996113,0.5481171526191188,0.365625,0.5911458333333333,0.7541666666666667,0.5276833857541552,,,1.3
A51,51,110011,tt + tc + cc + sc,4,"similar_table, has_column, similar_content, shared_column_name",0.42291666666666666,0.5859375,0.6812499999999999,0.5568751440844567,0.5533778649769159,0.40729166666666666,0.5651041666666667,0.6859374999999999,0.5586749615638882,,,1.8
A52,52,110100,tt + tc + sp,3,"similar_table, has_column, same_page",0.3708333333333333,0.5796875,0.6510416666666666,0.5342068242579752,0.5285375731770292,0.3552083333333333,0.5588541666666667,0.6817708333333333,0.5257018560848591,,,1.1
A53,53,110101,tt + tc + sp + sc,4,"similar_table, has_column, same_page, shared_column_name",0.37604166666666666,0.6265624999999999,0.7083333333333333,0.5554200401758979,0.5619267070950091,0.34791666666666665,0.5510416666666667,0.6765625,0.5203516328803554,,,1.8
