config,code,binary,label,num_edges,kept_edges,QA_R@1,QA_R@5,QA_R@10,QA_MRR,QA_nDCG@10,TWIG_R@1,TWIG_R@5,TWIG_R@10,TWIG_MRR,twig_best_epoch,qa_best_epoch,elapsed_min
A22,22,010110,tc + sp + cc,3,"has_column, same_page, similar_content",0.397831978319783,0.6768970189701895,0.7554878048780488,0.8959405431966407,0.7181207098154176,0.3903794037940378,0.6724932249322492,0.7856368563685635,0.8879742345154457,,,4.0
A23,23,010111,tc + sp + cc + sc,4,"has_column, same_page, similar_content, shared_column_name",0.4079945799457992,0.6452574525745258,0.757520325203252,0.9148907776956556,0.7124985449015531,0.403252032520325,0.6592818428184279,0.7500677506775068,0.9005675670309814,,,7.3
A24,24,011000,tc + tp,2,"has_column, comes_from",0.4086720867208669,0.6718157181571814,0.7795392953929539,0.9154317146912966,0.7296912569289556,0.3985094850948508,0.6455962059620597,0.7436314363143631,0.8938361773727628,,,5.6
A25,25,011001,tc + tp + sc,3,"has_column, comes_from, shared_column_name",0.39986449864498624,0.7148373983739836,0.8012195121951221,0.9006020239685194,0.7444441475507054,0.39037940379403774,0.6365853658536585,0.7639566395663957,0.8890296857162042,,,5.1
A26,26,011010,tc + tp + cc,3,"has_column, comes_from, similar_content",0.39850948509485074,0.6623306233062329,0.7500677506775065,0.901289022630486,0.7114306214018344,0.4018970189701894,0.6741869918699186,0.7781842818428184,0.9006879177296173,,,7.1
A27,27,011011,tc + tp + cc + sc,4,"has_column, comes_from, similar_content, shared_column_name",0.3971544715447153,0.6809620596205963,0.7761517615176152,0.8933311172461098,0.7263711329664327,0.38631436314363127,0.6738482384823847,0.7558265582655825,0.8779019725292082,,,5.2
A28,28,011100,tc + tp + sp,3,"has_column, comes_from, same_page",0.4066395663956637,0.6510162601626017,0.7612466124661247,0.9149560727633421,0.7128310188898322,0.3822493224932248,0.6567750677506775,0.7585365853658537,0.8775904613373667,,,9.2
A29,29,011101,tc + tp + sp + sc,4,"has_column, comes_from, same_page, shared_column_name",0.40460704607046044,0.674051490514905,0.743970189701897,0.9079004251821967,0.7156400971966649,0.3971544715447153,0.6584688346883468,0.7487127371273714,0.8986086318023472,,,4.7
A30,30,011110,tc + tp + sp + cc,4,"has_column, comes_from, same_page, similar_content",0.4012195121951217,0.6601626016260164,0.7686991869918698,0.9029481076737174,0.7226290773401757,0.381571815718157,0.6686314363143632,0.781910569105691,0.8742138938695609,,,6.7
A31,31,011111,tc + tp + sp + cc + sc,5,"has_column, comes_from, same_page, similar_content, shared_column_name",0.4018970189701894,0.6680894308943089,0.7426151761517615,0.9056806286200118,0.7149739171488924,0.3991869918699185,0.6558943089430894,0.7487127371273713,0.8965977473563131,,,6.2
A32,32,100000,tt,1,similar_table,0.38970189701896996,0.6611788617886181,0.7541327913279132,0.8920229161082822,0.7091835163793612,0.38970189701897007,0.631368563685637,0.7221544715447153,0.8826846336754871,,,5.0
