config,code,binary,label,num_edges,kept_edges,QA_R@1,QA_R@5,QA_R@10,QA_MRR,QA_nDCG@10,TWIG_R@1,TWIG_R@5,TWIG_R@10,TWIG_MRR,twig_best_epoch,qa_best_epoch,elapsed_min
A49,49,110001,tt + tc + sc,3,"similar_table, has_column, shared_column_name",0.8063872255489022,0.8642714570858283,0.8862275449101796,0.8302403130247442,0.8436061130787383,0.18562874251497005,0.40718562874251496,0.5329341317365269,0.27355764661153886,,,24.8
A50,50,110010,tt + tc + cc,3,"similar_table, has_column, similar_content",0.6167664670658682,0.6526946107784432,0.6626746506986028,0.6330917530019327,0.6402864938760008,0.07584830339321358,0.17764471057884232,0.25149700598802394,0.1224582580870007,,,23.5
A51,51,110011,tt + tc + cc + sc,4,"similar_table, has_column, similar_content, shared_column_name",0.844311377245509,0.9201596806387226,0.9341317365269461,0.8781904445078098,0.8919937769527391,0.2634730538922156,0.5369261477045908,0.6447105788423154,0.381068022684789,,,17.5
A52,52,110100,tt + tc + sp,3,"similar_table, has_column, same_page",0.6806387225548902,0.7365269461077845,0.7465069860279441,0.7033646991730823,0.713966920269715,0.09381237524950099,0.23952095808383234,0.34930139720558884,0.16017805658524223,,,14.4
A53,53,110101,tt + tc + sp + sc,4,"similar_table, has_column, same_page, shared_column_name",0.8003992015968064,0.8882235528942116,0.8982035928143712,0.8392849222190539,0.8539371240664708,0.19560878243512975,0.4091816367265469,0.5449101796407185,0.2896698666159744,,,21.1
A54,54,110110,tt + tc + sp + cc,4,"similar_table, has_column, same_page, similar_content",0.720558882235529,0.780439121756487,0.7864271457085829,0.7461822386972088,0.7561640356846488,0.1317365269461078,0.3013972055888224,0.3992015968063872,0.20284351931058522,,,20.5
A55,55,110111,tt + tc + sp + cc + sc,5,"similar_table, has_column, same_page, similar_content, shared_column_name",0.8522954091816367,0.9341317365269461,0.9560878243512974,0.8895676900167918,0.9058512845560087,0.4530938123752495,0.6786427145708582,0.7784431137724551,0.5519579887843363,,,14.6
A56,56,111000,tt + tc + tp,3,"similar_table, has_column, comes_from",0.7584830339321357,0.8083832335329342,0.812375249500998,0.7774474859804201,0.7860441987594043,0.19760479041916168,0.37325349301397204,0.4630738522954092,0.2736020023445173,,,27.5
A57,57,111001,tt + tc + tp + sc,4,"similar_table, has_column, comes_from, shared_column_name",0.9021956087824351,0.9640718562874252,0.9720558882235529,0.9280462883756296,0.9389240710720971,0.7285429141716567,0.8822355289421158,0.9241516966067864,0.7943430599119219,,,18.8
A58,58,111010,tt + tc + tp + cc,4,"similar_table, has_column, comes_from, similar_content",0.8243512974051896,0.872255489021956,0.8802395209580839,0.8457664037005354,0.8542657722147933,0.2694610778443114,0.4630738522954092,0.5389221556886228,0.3454788835028355,,,13.9
A59,59,111011,tt + tc + tp + cc + sc,5,"similar_table, has_column, comes_from, similar_content, shared_column_name",0.9001996007984032,0.9421157684630739,0.9640718562874252,0.9206436333681841,0.9309521816191747,0.7085828343313373,0.8822355289421158,0.9141716566866267,0.7786656845040076,,,25.1
A60,60,111100,tt + tc + tp + sp,4,"similar_table, has_column, comes_from, same_page",0.8762475049900199,0.9461077844311377,0.9580838323353293,0.9054913981560687,0.9183356465158311,0.47305389221556887,0.6506986027944112,0.7385229540918163,0.552402338180781,,,13.5
A61,61,111101,tt + tc + tp + sp + sc,5,"similar_table, has_column, comes_from, same_page, shared_column_name",0.8882235528942116,0.9700598802395209,0.9800399201596807,0.9212875835630326,0.9357712061365706,0.8762475049900199,0.9580838323353293,0.9740518962075848,0.9100236035864776,,,17.7
A62,62,111110,tt + tc + tp + sp + cc,5,"similar_table, has_column, comes_from, same_page, similar_content",0.874251497005988,0.9341317365269461,0.9500998003992016,0.8999247536672687,0.9121099979785694,0.5049900199600799,0.656686626746507,0.7305389221556886,0.5738823939422741,,,14.3
A63,63,111111,tt + tc + tp + sp + cc + sc,6,"similar_table, has_column, comes_from, same_page, similar_content, shared_column_name",0.8902195608782435,0.9540918163672655,0.9780439121756487,0.9198666159744004,0.9339105680172,0.874251497005988,0.9481037924151696,0.9660678642714571,0.904738934828755,,,16.1
