config,code,binary,label,num_edges,kept_edges,recall@1,recall@2,recall@5,recall@10,best_epoch,elapsed_min
A21,21,010101,tc + sp + sc,3,"has_column, same_page, shared_column_name",0.3886243386243386,0.0,0.6415343915343916,0.7333333333333334,7,0.2
A22,22,010110,tc + sp + cc,3,"has_column, same_page, similar_content",0.4171957671957672,0.0,0.6328042328042329,0.7439153439153441,12,0.2
A23,23,010111,tc + sp + cc + sc,4,"has_column, same_page, similar_content, shared_column_name",0.37222222222222223,0.0,0.6367724867724869,0.7526455026455027,11,0.2
A24,24,011000,tc + tp,2,"has_column, comes_from",0.38095238095238093,0.0,0.5886243386243387,0.7351851851851853,4,0.2
A25,25,011001,tc + tp + sc,3,"has_column, comes_from, shared_column_name",0.3386243386243386,0.0,0.58994708994709,0.7174603174603175,4,0.2
A26,26,011010,tc + tp + cc,3,"has_column, comes_from, similar_content",0.35238095238095235,0.0,0.625925925925926,0.7399470899470899,4,0.2
A27,27,011011,tc + tp + cc + sc,4,"has_column, comes_from, similar_content, shared_column_name",0.31005291005291,0.0,0.47433862433862434,0.648941798941799,4,0.2
A28,28,011100,tc + tp + sp,3,"has_column, comes_from, same_page",0.4362433862433862,0.0,0.6891534391534392,0.766931216931217,8,0.2
A29,29,011101,tc + tp + sp + sc,4,"has_column, comes_from, same_page, shared_column_name",0.39814814814814814,0.0,0.6605820105820107,0.7462962962962963,10,0.2
A30,30,011110,tc + tp + sp + cc,4,"has_column, comes_from, same_page, similar_content",0.36507936507936506,0.0,0.624867724867725,0.7185185185185187,7,0.2
A31,31,011111,tc + tp + sp + cc + sc,5,"has_column, comes_from, same_page, similar_content, shared_column_name",0.34523809523809523,0.0,0.6066137566137566,0.7367724867724869,6,0.2
A32,32,100000,tt,1,similar_table,0.26772486772486775,0.0,0.485978835978836,0.6222222222222222,8,0.2
A33,33,100001,tt + sc,2,"similar_table, shared_column_name",0.29550264550264543,0.0,0.512962962962963,0.6293650793650793,11,0.2
A34,34,100010,tt + cc,2,"similar_table, similar_content",0.20555555555555555,0.0,0.5526455026455026,0.6558201058201057,10,0.2
A35,35,100011,tt + cc + sc,3,"similar_table, similar_content, shared_column_name",0.3537037037037037,0.0,0.6066137566137565,0.7034391534391535,13,0.2
A36,36,100100,tt + sp,2,"similar_table, same_page",0.30687830687830686,0.0,0.5621693121693122,0.6962962962962964,9,0.2
A37,37,100101,tt + sp + sc,3,"similar_table, same_page, shared_column_name",0.3232804232804232,0.0,0.4574074074074074,0.6542328042328044,7,0.2
A38,38,100110,tt + sp + cc,3,"similar_table, same_page, similar_content",0.2791005291005291,0.0,0.5878306878306878,0.6693121693121694,8,0.2
A39,39,100111,tt + sp + cc + sc,4,"similar_table, same_page, similar_content, shared_column_name",0.28888888888888886,0.0,0.5534391534391533,0.6685185185185186,11,0.2
A40,40,101000,tt + tp,2,"similar_table, comes_from",0.3325396825396825,0.0,0.5592592592592592,0.6322751322751323,6,0.2
A41,41,101001,tt + tp + sc,3,"similar_table, comes_from, shared_column_name",0.3325396825396825,0.0,0.5894179894179894,0.6989417989417989,6,0.2
A42,42,101010,tt + tp + cc,3,"similar_table, comes_from, similar_content",0.3007936507936508,0.0,0.5296296296296297,0.6843915343915346,5,0.2
A43,43,101011,tt + tp + cc + sc,4,"similar_table, comes_from, similar_content, shared_column_name",0.38544973544973543,0.0,0.6082010582010582,0.7224867724867726,8,0.2
A44,44,101100,tt + tp + sp,3,"similar_table, comes_from, same_page",0.2671957671957672,0.0,0.5169312169312169,0.6224867724867726,5,0.2
A45,45,101101,tt + tp + sp + sc,4,"similar_table, comes_from, same_page, shared_column_name",0.3656084656084656,0.0,0.647883597883598,0.7375661375661376,6,0.2
A46,46,101110,tt + tp + sp + cc,4,"similar_table, comes_from, same_page, similar_content",0.3814814814814815,0.0,0.6140211640211641,0.7137566137566139,9,0.2
A47,47,101111,tt + tp + sp + cc + sc,5,"similar_table, comes_from, same_page, similar_content, shared_column_name",0.3603174603174603,0.0,0.6280423280423281,0.7447089947089948,6,0.2
A48,48,110000,tt + tc,2,"similar_table, has_column",0.30158730158730157,0.0,0.482010582010582,0.5962962962962963,4,0.2
A49,49,110001,tt + tc + sc,3,"similar_table, has_column, shared_column_name",0.39735449735449735,0.0,0.5843915343915344,0.728835978835979,11,0.2
A50,50,110010,tt + tc + cc,3,"similar_table, has_column, similar_content",0.30158730158730157,0.0,0.5753968253968254,0.6394179894179896,5,0.2
A51,51,110011,tt + tc + cc + sc,4,"similar_table, has_column, similar_content, shared_column_name",0.4013227513227513,0.0,0.5473544973544974,0.6571428571428571,15,0.2
A52,52,110100,tt + tc + sp,3,"similar_table, has_column, same_page",0.32989417989417985,0.0,0.5494708994708994,0.6518518518518519,7,0.2
A53,53,110101,tt + tc + sp + sc,4,"similar_table, has_column, same_page, shared_column_name",0.3880952380952381,0.0,0.5574074074074075,0.6883597883597885,13,0.2
A54,54,110110,tt + tc + sp + cc,4,"similar_table, has_column, same_page, similar_content",0.40793650793650793,0.0,0.5772486772486772,0.6637566137566138,9,0.2
A55,55,110111,tt + tc + sp + cc + sc,5,"similar_table, has_column, same_page, similar_content, shared_column_name",0.38544973544973543,0.0,0.558994708994709,0.7050264550264551,11,0.2
A56,56,111000,tt + tc + tp,3,"similar_table, has_column, comes_from",0.3735449735449735,0.0,0.591005291005291,0.7066137566137567,5,0.2
A57,57,111001,tt + tc + tp + sc,4,"similar_table, has_column, comes_from, shared_column_name",0.4317460317460317,0.0,0.6224867724867726,0.7002645502645503,8,0.2
A58,58,111010,tt + tc + tp + cc,4,"similar_table, has_column, comes_from, similar_content",0.29894179894179895,0.0,0.47592592592592586,0.6417989417989418,4,0.2
A59,59,111011,tt + tc + tp + cc + sc,5,"similar_table, has_column, comes_from, similar_content, shared_column_name",0.3134920634920635,0.0,0.5515873015873016,0.6817460317460318,5,0.2
A60,60,111100,tt + tc + tp + sp,4,"similar_table, has_column, comes_from, same_page",0.40793650793650793,0.0,0.5732804232804233,0.7264550264550266,8,0.2
A61,61,111101,tt + tc + tp + sp + sc,5,"similar_table, has_column, comes_from, same_page, shared_column_name",0.3505291005291005,0.0,0.5701058201058202,0.6637566137566138,6,0.2
A62,62,111110,tt + tc + tp + sp + cc,5,"similar_table, has_column, comes_from, same_page, similar_content",0.34523809523809523,0.0,0.5838624338624339,0.7291005291005291,6,0.2
A63,63,111111,tt + tc + tp + sp + cc + sc,6,"similar_table, has_column, comes_from, same_page, similar_content, shared_column_name",0.4291005291005291,0.0,0.6021164021164022,0.7050264550264551,12,0.2
