config,code,binary,label,num_edges,kept_edges,QA_R@1,QA_R@5,QA_R@10,QA_MRR,QA_nDCG@10,TWIG_R@1,TWIG_R@5,TWIG_R@10,TWIG_MRR,twig_best_epoch,qa_best_epoch,elapsed_min
A44,44,101100,tt + tp + sp,3,"similar_table, comes_from, same_page",0.45738831615120273,0.5659793814432991,0.6664948453608248,0.6412504734669684,0.5868763865357458,0.4127147766323024,0.5570446735395191,0.6604810996563575,0.5982956511946289,,,1.9
A45,45,101101,tt + tp + sp + sc,4,"similar_table, comes_from, same_page, shared_column_name",0.44020618556701024,0.5759450171821308,0.6807560137457046,0.6189443567857819,0.5809687043305186,0.3766323024054983,0.5862542955326461,0.6833333333333335,0.5641541407708632,,,2.9
A46,46,101110,tt + tp + sp + cc,4,"similar_table, comes_from, same_page, similar_content",0.479725085910653,0.593127147766323,0.6635738831615121,0.6512436577557587,0.5985750304410341,0.41099656357388314,0.5596219931271479,0.6738831615120275,0.5955471532502671,,,2.1
A47,47,101111,tt + tp + sp + cc + sc,5,"similar_table, comes_from, same_page, similar_content, shared_column_name",0.44364261168384883,0.6054982817869417,0.6561855670103094,0.6295794337714923,0.5871738875072952,0.42646048109965645,0.5647766323024056,0.6609965635738833,0.5994147093506111,,,1.5
A48,48,110000,tt + tc,2,"similar_table, has_column",0.42646048109965634,0.5673539518900345,0.6756013745704467,0.6257997076795881,0.5816991197231112,0.3903780068728522,0.5467353951890035,0.6524054982817871,0.5737523787475411,,,1.6
A49,49,110001,tt + tc + sc,3,"similar_table, has_column, shared_column_name",0.4316151202749141,0.5871134020618558,0.6635738831615121,0.6223116947526176,0.5859639391524374,0.3955326460481099,0.5793814432989691,0.6790378006872853,0.586789833866691,,,2.4
A50,50,110010,tt + tc + cc,3,"similar_table, has_column, similar_content",0.42302405498281787,0.5750859106529211,0.6790378006872853,0.615237062178671,0.5765375685575169,0.38865979381443294,0.561340206185567,0.6601374570446736,0.5832742020206593,,,1.5
A51,51,110011,tt + tc + cc + sc,4,"similar_table, has_column, similar_content, shared_column_name",0.43848797250859106,0.5969072164948455,0.6707903780068728,0.6303078019951883,0.5831525278476704,0.4161512027491408,0.5664948453608248,0.6840206185567013,0.575353723337185,,,1.8
A52,52,110100,tt + tc + sp,3,"similar_table, has_column, same_page",0.452233676975945,0.6008591065292097,0.6874570446735395,0.6319768571372867,0.5984205596095312,0.4144329896907216,0.5974226804123712,0.6513745704467355,0.5985055006164112,,,2.3
A53,53,110101,tt + tc + sp + sc,4,"similar_table, has_column, same_page, shared_column_name",0.4642611683848798,0.5914089347079039,0.6441580756013746,0.6367395717647625,0.5807454979979986,0.4316151202749141,0.579725085910653,0.6475945017182132,0.609258723982766,,,2.0
