config,code,binary,label,num_edges,kept_edges,QA_R@1,QA_R@5,QA_R@10,QA_MRR,QA_nDCG@10,TWIG_R@1,TWIG_R@5,TWIG_R@10,TWIG_MRR,twig_best_epoch,qa_best_epoch,elapsed_min
A54,54,110110,tt + tc + sp + cc,4,"similar_table, has_column, same_page, similar_content",0.38125,0.5895833333333333,0.6484375,0.5590109607671138,0.5400115764907049,0.3864583333333333,0.5739583333333333,0.6765625,0.5377998660381373,,,2.3
A55,55,110111,tt + tc + sp + cc + sc,5,"similar_table, has_column, same_page, similar_content, shared_column_name",0.3552083333333333,0.6229166666666666,0.6989583333333333,0.5358184347095165,0.5458703036319648,0.2817708333333333,0.5583333333333333,0.6817708333333333,0.4495918328643353,,,1.9
A56,56,111000,tt + tc + tp,3,"similar_table, has_column, comes_from",0.4177083333333333,0.6385416666666666,0.7046874999999999,0.5708310740639413,0.5736955649732915,0.4046875,0.6229166666666667,0.7145833333333333,0.5524950110357908,,,1.1
A57,57,111001,tt + tc + tp + sc,4,"similar_table, has_column, comes_from, shared_column_name",0.42291666666666666,0.6078125,0.6895833333333333,0.5723009894984961,0.5663134463181689,0.3552083333333333,0.6208333333333333,0.7260416666666667,0.5016601781902599,,,1.4
A58,58,111010,tt + tc + tp + cc,4,"similar_table, has_column, comes_from, similar_content",0.36041666666666666,0.6031249999999999,0.6817708333333333,0.5440743709955543,0.5385628431789053,0.37604166666666666,0.609375,0.7078125,0.5385921219916893,,,1.1
A59,59,111011,tt + tc + tp + cc + sc,5,"similar_table, has_column, comes_from, similar_content, shared_column_name",0.39166666666666666,0.6015625,0.7359374999999999,0.5701859425296926,0.5755666105657843,0.3083333333333333,0.5432291666666667,0.7052083333333333,0.4752534358655129,,,1.7
A60,60,111100,tt + tc + tp + sp,4,"similar_table, has_column, comes_from, same_page",0.42291666666666666,0.6151041666666666,0.7239583333333333,0.5810246304961378,0.5839557906272765,0.37604166666666666,0.5953124999999999,0.6979166666666666,0.5371177707526391,,,1.4
A61,61,111101,tt + tc + tp + sp + sc,5,"similar_table, has_column, comes_from, same_page, shared_column_name",0.40729166666666666,0.5760416666666667,0.7093749999999999,0.5601298762086906,0.561624862586091,0.3239583333333333,0.5619791666666667,0.6802083333333333,0.4992678498250044,,,2.7
A62,62,111110,tt + tc + tp + sp + cc,5,"similar_table, has_column, comes_from, same_page, similar_content",0.39166666666666666,0.6046875,0.70625,0.5578521847003702,0.5650035367779834,0.3395833333333333,0.5786458333333333,0.721875,0.5208652609878395,,,1.3
A63,63,111111,tt + tc + tp + sp + cc + sc,6,"similar_table, has_column, comes_from, same_page, similar_content, shared_column_name",0.4098958333333333,0.6229166666666666,0.7374999999999999,0.5754459819694194,0.5850226410976468,0.30572916666666666,0.5473958333333333,0.6937499999999999,0.4855304030765865,,,1.6
